CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHRMINE,CHRMINH
LY,2521,EL AL ISRAEL AIRLINES,2024-03-17T07:25:00,2024-03-17T07:38:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,DEPARTED,המריאה
UA,084,UNITED AIRLINES,2024-03-17T08:20:00,2024-03-17T07:40:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
6H,841,ISRAIR AIRLINES,2024-03-17T07:30:00,2024-03-17T07:47:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,DEPARTED,המריאה
LY,551,EL AL ISRAEL AIRLINES,2024-03-17T07:30:00,2024-03-17T07:49:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,DEPARTED,המריאה
IZ,775,ARKIA  ISRAELI  AIRLINES,2024-03-17T07:15:00,2024-03-17T07:56:00,D,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,DEPARTED,המריאה
6H,041,ISRAIR AIRLINES,2024-03-17T07:30:00,2024-03-17T08:06:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,DEPARTED,המריאה
W4,3257,WIZZ AIR MALTA,2024-03-17T08:30:00,2024-03-17T08:12:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,LANDED,נחתה
BZ,112,BLUE BIRD AIRWAYS,2024-03-17T08:00:00,2024-03-17T08:16:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,DEPARTED,המריאה
LY,611,EL AL ISRAEL AIRLINES,2024-03-17T08:00:00,2024-03-17T08:42:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,DEPARTED,המריאה
S7,4482,SIBERIA AIRLINES,2024-03-17T08:00:00,2024-03-17T08:42:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,DEPARTED,המריאה
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-03-17T08:45:00,2024-03-17T08:50:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,LANDED,נחתה
LY,5141,EL AL ISRAEL AIRLINES,2024-03-17T08:35:00,2024-03-17T08:54:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,DEPARTED,המריאה
EK,2369,EMIRATES,2024-03-17T08:55:00,2024-03-17T09:00:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
FZ,1549,FLYDUBAI,2024-03-17T08:55:00,2024-03-17T09:00:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
LY,341,EL AL ISRAEL AIRLINES,2024-03-17T08:45:00,2024-03-17T09:01:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,DEPARTED,המריאה
IZ,2823,ARKIA  ISRAELI  AIRLINES,2024-03-17T08:40:00,2024-03-17T09:09:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,DEPARTED,המריאה
AM,7885,AERO MEXICO,2024-03-17T09:00:00,2024-03-17T09:11:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,DEPARTED,המריאה
LY,323,EL AL ISRAEL AIRLINES,2024-03-17T09:00:00,2024-03-17T09:11:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,DEPARTED,המריאה
SK,3163,SAS,2024-03-17T09:00:00,2024-03-17T09:11:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,DEPARTED,המריאה
AA,9261,AMERICAN AIRLINES,2024-03-17T09:15:00,2024-03-17T09:30:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,DEPARTED,המריאה
AM,7863,AERO MEXICO,2024-03-17T09:15:00,2024-03-17T09:30:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,DEPARTED,המריאה
LY,315,EL AL ISRAEL AIRLINES,2024-03-17T09:15:00,2024-03-17T09:30:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,DEPARTED,המריאה
SK,3181,SAS,2024-03-17T09:15:00,2024-03-17T09:30:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,DEPARTED,המריאה
U8,103,TUS AIRWAYS,2024-03-17T09:30:00,2024-03-17T09:33:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,DEPARTED,המריאה
W4,3258,WIZZ AIR MALTA,2024-03-17T09:25:00,2024-03-17T09:35:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,DEPARTED,המריאה
6H,141,ISRAIR AIRLINES,2024-03-17T09:25:00,2024-03-17T09:43:00,D,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,DEPARTED,המריאה
W6,2325,WIZZAIR,2024-03-17T10:05:00,2024-03-17T09:50:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,LANDED,נחתה
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-03-17T09:35:00,2024-03-17T10:08:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,DEPARTED,המריאה
EK,2450,EMIRATES,2024-03-17T10:20:00,2024-03-17T10:16:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
FZ,1081,FLYDUBAI,2024-03-17T10:20:00,2024-03-17T10:16:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
6H,042,ISRAIR AIRLINES,2024-03-17T10:00:00,2024-03-17T10:22:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,LANDED,נחתה
IZ,415,ARKIA  ISRAELI  AIRLINES,2024-03-17T09:30:00,2024-03-17T10:29:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,DEPARTED,המריאה
EK,2370,EMIRATES,2024-03-17T10:10:00,2024-03-17T10:36:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
FZ,1550,FLYDUBAI,2024-03-17T10:10:00,2024-03-17T10:36:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
UA,085,UNITED AIRLINES,2024-03-17T10:30:00,2024-03-17T10:38:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,DEPARTED,המריאה
BZ,111,BLUE BIRD AIRWAYS,2024-03-17T11:10:00,2024-03-17T11:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,LANDED,נחתה
BZ,701,BLUE BIRD AIRWAYS,2024-03-17T11:20:00,2024-03-17T11:01:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,LANDED,נחתה
J2,4041,AZERBAIJAN AIRLINES,2024-03-17T11:25:00,2024-03-17T11:06:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,LANDED,נחתה
W6,2326,WIZZAIR,2024-03-17T10:55:00,2024-03-17T11:11:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,DEPARTED,המריאה
EY,593,ETIHAD AIRWAYS,2024-03-17T11:20:00,2024-03-17T11:28:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
LY,9600,EL AL ISRAEL AIRLINES,2024-03-17T11:20:00,2024-03-17T11:28:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
W6,5097,WIZZAIR,2024-03-17T11:15:00,2024-03-17T11:30:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,LANDED,נחתה
IZ,2824,ARKIA  ISRAELI  AIRLINES,2024-03-17T10:55:00,2024-03-17T11:39:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,LANDED,נחתה
LY,5142,EL AL ISRAEL AIRLINES,2024-03-17T11:45:00,2024-03-17T11:40:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,LANDED,נחתה
A3,926,AEGEAN  AIRLINES,2024-03-17T12:00:00,2024-03-17T11:41:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,LANDED,נחתה
JU,7620,AIR SERBIA,2024-03-17T12:00:00,2024-03-17T11:41:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,LANDED,נחתה
6H,725,ISRAIR AIRLINES,2024-03-17T11:15:00,2024-03-17T11:47:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,DEPARTED,המריאה
EK,2451,EMIRATES,2024-03-17T11:35:00,2024-03-17T11:49:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
FZ,1082,FLYDUBAI,2024-03-17T11:35:00,2024-03-17T11:49:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
LY,542,EL AL ISRAEL AIRLINES,2024-03-17T12:05:00,2024-03-17T12:06:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,LANDED,נחתה
EK,2363,EMIRATES,2024-03-17T11:40:00,2024-03-17T12:08:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
FZ,1211,FLYDUBAI,2024-03-17T11:40:00,2024-03-17T12:08:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
BZ,702,BLUE BIRD AIRWAYS,2024-03-17T12:15:00,2024-03-17T12:24:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,DEPARTED,המריאה
LY,973,EL AL ISRAEL AIRLINES,2024-03-17T12:10:00,2024-03-17T12:26:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
J2,4042,AZERBAIJAN AIRLINES,2024-03-17T12:25:00,2024-03-17T12:31:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,DEPARTED,המריאה
BZ,252,BLUE BIRD AIRWAYS,2024-03-17T12:10:00,2024-03-17T12:41:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,DEPARTED,המריאה
W6,5098,WIZZAIR,2024-03-17T12:10:00,2024-03-17T12:48:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,DEPARTED,המריאה
6H,884,ISRAIR AIRLINES,2024-03-17T12:45:00,2024-03-17T12:48:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,LANDED,נחתה
A4,5025,AZIMUTH AIRLINES,2024-03-17T13:20:00,2024-03-17T12:55:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,LANDED,נחתה
EK,2345,EMIRATES,2024-03-17T13:05:00,2024-03-17T13:01:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
FZ,1125,FLYDUBAI,2024-03-17T13:05:00,2024-03-17T13:01:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
EY,594,ETIHAD AIRWAYS,2024-03-17T13:00:00,2024-03-17T13:02:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
LY,9601,EL AL ISRAEL AIRLINES,2024-03-17T13:00:00,2024-03-17T13:02:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-03-17T11:50:00,2024-03-17T13:09:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,DEPARTED,המריאה
A3,927,AEGEAN  AIRLINES,2024-03-17T12:50:00,2024-03-17T13:11:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,DEPARTED,המריאה
EK,4978,EMIRATES,2024-03-17T12:50:00,2024-03-17T13:11:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,DEPARTED,המריאה
FB,1514,BULGARIA  AIR,2024-03-17T12:50:00,2024-03-17T13:11:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,DEPARTED,המריאה
JU,7621,AIR SERBIA,2024-03-17T12:50:00,2024-03-17T13:11:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,DEPARTED,המריאה
LY,5107,EL AL ISRAEL AIRLINES,2024-03-17T13:05:00,2024-03-17T13:13:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,DEPARTED,המריאה
LY,574,EL AL ISRAEL AIRLINES,2024-03-17T13:35:00,2024-03-17T13:23:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,LANDED,נחתה
LY,552,EL AL ISRAEL AIRLINES,2024-03-17T13:45:00,2024-03-17T13:36:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,LANDED,נחתה
LY,613,EL AL ISRAEL AIRLINES,2024-03-17T11:45:00,2024-03-17T13:38:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,DEPARTED,המריאה
S7,4484,SIBERIA AIRLINES,2024-03-17T11:45:00,2024-03-17T13:38:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,DEPARTED,המריאה
EK,2364,EMIRATES,2024-03-17T12:55:00,2024-03-17T13:44:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
FZ,1212,FLYDUBAI,2024-03-17T12:55:00,2024-03-17T13:44:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
AF,962,AIR FRANCE,2024-03-17T14:15:00,2024-03-17T14:01:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,LANDED,נחתה
DL,8457,DELTA AIRLINES,2024-03-17T14:15:00,2024-03-17T14:01:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,LANDED,נחתה
6H,842,ISRAIR AIRLINES,2024-03-17T14:25:00,2024-03-17T14:06:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,LANDED,נחתה
TO,3456,TRANSAVIA FRANCE,2024-03-17T14:25:00,2024-03-17T14:08:00,A,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,LANDED,נחתה
UX,1301,AIR EUROPA,2024-03-17T14:20:00,2024-03-17T14:11:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,LANDED,נחתה
AZ,806,ITALIA TRASPORTO AEREO,2024-03-17T14:20:00,2024-03-17T14:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,LANDED,נחתה
JU,7378,AIR SERBIA,2024-03-17T14:20:00,2024-03-17T14:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,LANDED,נחתה
AR,7876,AEROLINEAS ARGENTINAS S.A.,2024-03-17T14:30:00,2024-03-17T14:16:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,LANDED,נחתה
LY,386,EL AL ISRAEL AIRLINES,2024-03-17T14:30:00,2024-03-17T14:16:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,LANDED,נחתה
6H,047,ISRAIR AIRLINES,2024-03-17T13:45:00,2024-03-17T14:22:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,DEPARTED,המריאה
A4,5026,AZIMUTH AIRLINES,2024-03-17T14:20:00,2024-03-17T14:25:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,DEPARTED,המריאה
WZ,011,RED WINGS AIRLINES,2024-03-17T14:00:00,2024-03-17T14:25:00,A,LED,ST. PETERSBURG,סט.פטרסבורג,S.PETERSBURG,רוסיה,RUSSIAN FEDERATION,3,LANDED,נחתה
EK,2346,EMIRATES,2024-03-17T14:20:00,2024-03-17T14:34:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
FZ,1126,FLYDUBAI,2024-03-17T14:20:00,2024-03-17T14:34:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,DEPARTED,המריאה
LY,2366,EL AL ISRAEL AIRLINES,2024-03-17T14:55:00,2024-03-17T14:40:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,LANDED,נחתה
NH,5621,ALL NIPPON AIRWAYS,2024-03-17T14:45:00,2024-03-17T14:41:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,LANDED,נחתה
OS,857,AUSTRIAN AIRLINES,2024-03-17T14:45:00,2024-03-17T14:41:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,LANDED,נחתה
BZ,441,BLUE BIRD AIRWAYS,2024-03-17T13:55:00,2024-03-17T14:42:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,LANDED,נחתה
U8,108,TUS AIRWAYS,2024-03-17T15:00:00,2024-03-17T14:47:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,LANDED,נחתה
AM,7856,AERO MEXICO,2024-03-17T15:10:00,2024-03-17T14:58:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
AR,7856,AEROLINEAS ARGENTINAS S.A.,2024-03-17T15:10:00,2024-03-17T14:58:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
B6,6456,JETBLUE AIRWAYS CORPORATION,2024-03-17T15:10:00,2024-03-17T14:58:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
DL,7431,DELTA AIRLINES,2024-03-17T15:10:00,2024-03-17T14:58:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
LY,008,EL AL ISRAEL AIRLINES,2024-03-17T15:10:00,2024-03-17T14:58:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
LO,153,LOT POLISH AIRLINES,2024-03-17T15:00:00,2024-03-17T15:00:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,LANDED,נחתה
IZ,212,ARKIA  ISRAELI  AIRLINES,2024-03-17T14:40:00,2024-03-17T15:08:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,LANDED,נחתה
LY,5129,EL AL ISRAEL AIRLINES,2024-03-17T14:50:00,2024-03-17T15:08:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,DEPARTED,המריאה
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-03-17T15:30:00,2024-03-17T15:11:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
DL,7442,DELTA AIRLINES,2024-03-17T15:30:00,2024-03-17T15:11:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
LY,026,EL AL ISRAEL AIRLINES,2024-03-17T15:30:00,2024-03-17T15:11:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,LANDED,נחתה
AC,9020,AIR CANADA,2024-03-17T15:15:00,2024-03-17T15:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,LANDED,נחתה
LH,686,LUFTHANSA,2024-03-17T15:15:00,2024-03-17T15:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,LANDED,נחתה
LY,972,EL AL ISRAEL AIRLINES,2024-03-17T15:10:00,2024-03-17T15:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,LANDED,נחתה
NH,5459,ALL NIPPON AIRWAYS,2024-03-17T15:15:00,2024-03-17T15:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,LANDED,נחתה
SN,7173,BRUSSELS AIRLINES,2024-03-17T15:15:00,2024-03-17T15:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,LANDED,נחתה
UA,9120,UNITED AIRLINES,2024-03-17T15:15:00,2024-03-17T15:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,LANDED,נחתה
LY,2372,EL AL ISRAEL AIRLINES,2024-03-17T15:35:00,2024-03-17T15:18:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,LANDED,נחתה
SK,3154,SAS,2024-03-17T15:35:00,2024-03-17T15:18:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,LANDED,נחתה
W6,4427,WIZZAIR,2024-03-17T14:55:00,2024-03-17T15:22:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,LANDED,נחתה
LY,375,EL AL ISRAEL AIRLINES,2024-03-17T13:40:00,2024-03-17T15:31:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,DEPARTED,המריאה
TP,8920,AIR PORTUGAL,2024-03-17T13:40:00,2024-03-17T15:31:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,DEPARTED,המריאה
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-03-17T14:05:00,2024-03-17T15:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,LANDED,נחתה
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-03-17T15:20:00,2024-03-17T15:37:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,LANDED,נחתה
LH,680,LUFTHANSA,2024-03-17T16:05:00,2024-03-17T15:49:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,LANDED,נחתה
SN,7171,BRUSSELS AIRLINES,2024-03-17T16:05:00,2024-03-17T15:49:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,LANDED,נחתה
UA,9471,UNITED AIRLINES,2024-03-17T16:05:00,2024-03-17T15:49:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,LANDED,נחתה
IZ,772,ARKIA  ISRAELI  AIRLINES,2024-03-17T15:50:00,2024-03-17T15:52:00,A,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,LANDED,נחתה
TO,3457,TRANSAVIA FRANCE,2024-03-17T15:35:00,2024-03-17T16:01:00,D,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,DEPARTED,המריאה
AR,7211,AEROLINEAS ARGENTINAS S.A.,2024-03-17T15:20:00,2024-03-17T16:02:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,DEPARTED,המריאה
AZ,807,ITALIA TRASPORTO AEREO,2024-03-17T15:20:00,2024-03-17T16:02:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,DEPARTED,המריאה
JU,7379,AIR SERBIA,2024-03-17T15:20:00,2024-03-17T16:02:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,DEPARTED,המריאה
LY,382,EL AL ISRAEL AIRLINES,2024-03-17T16:00:00,2024-03-17T16:06:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,LANDED,נחתה
SK,3184,SAS,2024-03-17T16:00:00,2024-03-17T16:06:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,LANDED,נחתה
LY,2522,EL AL ISRAEL AIRLINES,2024-03-17T16:25:00,2024-03-17T16:09:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,LANDED,נחתה
IZ,780,ARKIA  ISRAELI  AIRLINES,2024-03-17T15:45:00,2024-03-17T16:10:00,A,LYS,LYON - SATOLAS,ליון,LYON,צרפת,FRANCE,3,LANDED,נחתה
U8,109,TUS AIRWAYS,2024-03-17T15:55:00,2024-03-17T16:13:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,DEPARTED,המריאה
IZ,774,ARKIA  ISRAELI  AIRLINES,2024-03-17T16:20:00,2024-03-17T16:14:00,A,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,LANDED,נחתה
LY,346,EL AL ISRAEL AIRLINES,2024-03-17T16:00:00,2024-03-17T16:17:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,LANDED,נחתה
OS,858,AUSTRIAN AIRLINES,2024-03-17T15:40:00,2024-03-17T16:18:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,DEPARTED,המריאה
BZ,462,BLUE BIRD AIRWAYS,2024-03-17T16:00:00,2024-03-17T16:19:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,DEPARTED,המריאה
UX,1302,AIR EUROPA,2024-03-17T16:05:00,2024-03-17T16:21:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,DEPARTED,המריאה
LY,343,EL AL ISRAEL AIRLINES,2024-03-17T15:55:00,2024-03-17T16:27:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,DEPARTED,המריאה
